cnn_row,seq_id,fold,source,class_label,target_frame_path
1047,4e1c92902bb9766a85e803099ba2781a,train,training,left-turn,data/processed/waymo_e2e/training/4e1c92902bb9766a85e803099ba2781a_132.npz
1048,4f417e9ff9778b62d94683adf1b570b7,train,training,straight,data/processed/waymo_e2e/training/4f417e9ff9778b62d94683adf1b570b7_45.npz
1049,417045319988a04d09445666448e35ef,train,training,right-turn,data/processed/waymo_e2e/training/417045319988a04d09445666448e35ef_61.npz
1050,5b2bbf542669aa57fc291a06f6dfc00d,train,training,straight,data/processed/waymo_e2e/training/5b2bbf542669aa57fc291a06f6dfc00d_30.npz
1051,70f0681024051269963372905496938a,train,training,straight,data/processed/waymo_e2e/training/70f0681024051269963372905496938a_30.npz
1052,a529f4f3e78c2172f35106ca7d60e246,train,training,straight,data/processed/waymo_e2e/training/a529f4f3e78c2172f35106ca7d60e246_30.npz
1053,fd81896e8ae6152192bcf44f5b117053,train,training,straight,data/processed/waymo_e2e/training/fd81896e8ae6152192bcf44f5b117053_30.npz
1054,dd5557622dbe93c53cb1fc2f41f5be0f,train,training,left-turn,data/processed/waymo_e2e/training/dd5557622dbe93c53cb1fc2f41f5be0f_173.npz
1055,ac9972ee630dbbde1a9a40887cf80db5,train,training,right-turn,data/processed/waymo_e2e/training/ac9972ee630dbbde1a9a40887cf80db5_210.npz
1056,8f71300fe9ccdcc7347e320a17768e06,train,training,right-turn,data/processed/waymo_e2e/training/8f71300fe9ccdcc7347e320a17768e06_194.npz
1057,a65f346c1afa7fd47514984374cc5c49,train,training,left-turn,data/processed/waymo_e2e/training/a65f346c1afa7fd47514984374cc5c49_59.npz
1058,73d12d508a2d06b998616442e2bc9904,train,training,straight,data/processed/waymo_e2e/training/73d12d508a2d06b998616442e2bc9904_30.npz
1059,ad10813a8a3fdbdbb3e555aa4b4684e7,train,val,straight,data/processed/waymo_e2e/val/ad10813a8a3fdbdbb3e555aa4b4684e7_10.npz
1060,1afa50eececcdfaf58fa47ccceff7487,train,val,straight,data/processed/waymo_e2e/val/1afa50eececcdfaf58fa47ccceff7487_28.npz
1061,320983c5491ac1df6ee938601bf3f769,train,training,left-turn,data/processed/waymo_e2e/training/320983c5491ac1df6ee938601bf3f769_10.npz
1062,1c39c319d36a7033ad4ed58706c525a9,train,training,straight,data/processed/waymo_e2e/training/1c39c319d36a7033ad4ed58706c525a9_63.npz
1063,cb61ce985416b5c47f18a1672046160e,train,training,straight,data/processed/waymo_e2e/training/cb61ce985416b5c47f18a1672046160e_125.npz
1064,6a02eb919870224408da971b8cb2ffbb,train,training,straight,data/processed/waymo_e2e/training/6a02eb919870224408da971b8cb2ffbb_114.npz
1065,eeb9339d93fe83a761887f07685ba50e,train,training,left-turn,data/processed/waymo_e2e/training/eeb9339d93fe83a761887f07685ba50e_76.npz
1066,b119ca714d359fddbb0e7a4438a05654,train,training,straight,data/processed/waymo_e2e/training/b119ca714d359fddbb0e7a4438a05654_29.npz
1067,78ffaf552a9ec88defa802ced636263a,train,training,straight,data/processed/waymo_e2e/training/78ffaf552a9ec88defa802ced636263a_30.npz
1068,605a964cc30b61fedf8a41bdf130f505,train,val,right-turn,data/processed/waymo_e2e/val/605a964cc30b61fedf8a41bdf130f505_9.npz
1069,f97661f17c25bd23266c7f0f6cff08ce,train,training,straight,data/processed/waymo_e2e/training/f97661f17c25bd23266c7f0f6cff08ce_30.npz
1070,7d25214d381651b6781c166890f94240,train,training,straight,data/processed/waymo_e2e/training/7d25214d381651b6781c166890f94240_145.npz
1071,6ea8c5deda9a20df56a42e2476a3caaf,train,training,straight,data/processed/waymo_e2e/training/6ea8c5deda9a20df56a42e2476a3caaf_29.npz
1072,45210d77c8d463559a08b3c268113983,train,training,right-turn,data/processed/waymo_e2e/training/45210d77c8d463559a08b3c268113983_29.npz
1073,f0941b3325e0eaef565fe5a3ed43f664,train,training,straight,data/processed/waymo_e2e/training/f0941b3325e0eaef565fe5a3ed43f664_29.npz
1074,b5b38b836f1422f897d130c46e33dd0d,train,training,straight,data/processed/waymo_e2e/training/b5b38b836f1422f897d130c46e33dd0d_143.npz
1075,d71c0cbf7217a87fa25e05a66f3f0d46,train,val,straight,data/processed/waymo_e2e/val/d71c0cbf7217a87fa25e05a66f3f0d46_10.npz
1076,3e6dcebc46783f981ec87cbd2c2fda8e,train,training,right-turn,data/processed/waymo_e2e/training/3e6dcebc46783f981ec87cbd2c2fda8e_80.npz
1077,df066120eff5488fb7d9b5304243db77,train,val,straight,data/processed/waymo_e2e/val/df066120eff5488fb7d9b5304243db77_9.npz
1078,353964d5a1cab38f73f579bd87397519,train,val,right-turn,data/processed/waymo_e2e/val/353964d5a1cab38f73f579bd87397519_9.npz
1079,b0be51dff716b030eb07171230c14050,train,training,right-turn,data/processed/waymo_e2e/training/b0be51dff716b030eb07171230c14050_56.npz
1080,c35a59ce6782bc67d15d7089627a48a1,train,training,straight,data/processed/waymo_e2e/training/c35a59ce6782bc67d15d7089627a48a1_30.npz
1081,d0266f76029c0d4a7ff982130bd20ee3,train,val,straight,data/processed/waymo_e2e/val/d0266f76029c0d4a7ff982130bd20ee3_30.npz
1082,d96691d893e21957b86db610bb6445e1,train,training,straight,data/processed/waymo_e2e/training/d96691d893e21957b86db610bb6445e1_10.npz
1083,ffdafd3df2e1e26f80d70e7aa734db59,train,training,right-turn,data/processed/waymo_e2e/training/ffdafd3df2e1e26f80d70e7aa734db59_42.npz
1084,7b8691c4f37a4cd81d7675068ff09058,train,val,straight,data/processed/waymo_e2e/val/7b8691c4f37a4cd81d7675068ff09058_10.npz
1085,4b128655d7318292c021aa3d21652135,train,training,right-turn,data/processed/waymo_e2e/training/4b128655d7318292c021aa3d21652135_151.npz
1086,88c570f98758931201100d6e2e6a9958,train,training,straight,data/processed/waymo_e2e/training/88c570f98758931201100d6e2e6a9958_31.npz
1087,5cd649b5936f365ab7fb5106d68a7211,train,training,left-turn,data/processed/waymo_e2e/training/5cd649b5936f365ab7fb5106d68a7211_126.npz
1088,23b11b2f984db5917006696416634adf,train,training,left-turn,data/processed/waymo_e2e/training/23b11b2f984db5917006696416634adf_52.npz
1089,3900c985fc6435224e406057f9136309,train,training,straight,data/processed/waymo_e2e/training/3900c985fc6435224e406057f9136309_10.npz
1090,ee5afe721d89e725c4a96802afda139f,train,training,right-turn,data/processed/waymo_e2e/training/ee5afe721d89e725c4a96802afda139f_10.npz
1091,5c45132b8ec7a0255e85e985c8df74e9,train,training,right-turn,data/processed/waymo_e2e/training/5c45132b8ec7a0255e85e985c8df74e9_32.npz
1092,bd09cff83130f018440c580cf71e54dc,train,val,right-turn,data/processed/waymo_e2e/val/bd09cff83130f018440c580cf71e54dc_9.npz
1093,40d539aedd844b2e8b9533dfdcff12b8,train,training,left-turn,data/processed/waymo_e2e/training/40d539aedd844b2e8b9533dfdcff12b8_209.npz
1094,a5d5da44ca2387e76b609e06a4166c9c,train,val,right-turn,data/processed/waymo_e2e/val/a5d5da44ca2387e76b609e06a4166c9c_166.npz
1095,362df24f596622e8957cbc09969ce670,train,training,straight,data/processed/waymo_e2e/training/362df24f596622e8957cbc09969ce670_65.npz
1096,fc638bd4304ecb10796c246859ee3685,train,training,right-turn,data/processed/waymo_e2e/training/fc638bd4304ecb10796c246859ee3685_29.npz
1097,ec04592bc5c673cc060f6e705f80342a,train,training,straight,data/processed/waymo_e2e/training/ec04592bc5c673cc060f6e705f80342a_31.npz
1098,a8946839f992a16fdd3f88c6f969199a,train,training,straight,data/processed/waymo_e2e/training/a8946839f992a16fdd3f88c6f969199a_10.npz
1099,952f73517d46795bc4bb761ee73db946,train,training,left-turn,data/processed/waymo_e2e/training/952f73517d46795bc4bb761ee73db946_11.npz
1100,1524c4e9c5042381c5c9b5f57f5168bc,train,training,right-turn,data/processed/waymo_e2e/training/1524c4e9c5042381c5c9b5f57f5168bc_170.npz
1101,07f5a2d295a8ba9caf5c75d25a31a3c0,train,val,straight,data/processed/waymo_e2e/val/07f5a2d295a8ba9caf5c75d25a31a3c0_9.npz
1102,513c9aa7340155f7a37e4865396bb00b,train,training,right-turn,data/processed/waymo_e2e/training/513c9aa7340155f7a37e4865396bb00b_130.npz
1103,8eee9cd3d2e8dc19360498e180c84dcc,train,training,right-turn,data/processed/waymo_e2e/training/8eee9cd3d2e8dc19360498e180c84dcc_133.npz
1104,66e81ed7af1554420a0e2ebd57756906,train,training,left-turn,data/processed/waymo_e2e/training/66e81ed7af1554420a0e2ebd57756906_39.npz
1105,c4e9789c828ebc6ab33d0c7c7788016b,train,training,straight,data/processed/waymo_e2e/training/c4e9789c828ebc6ab33d0c7c7788016b_29.npz
1106,e0b3a651f727595bc0d15a77c70de992,train,training,straight,data/processed/waymo_e2e/training/e0b3a651f727595bc0d15a77c70de992_30.npz
1107,86901a5262d98f52b3ea7cde02d1e9f5,train,training,left-turn,data/processed/waymo_e2e/training/86901a5262d98f52b3ea7cde02d1e9f5_31.npz
1108,30b4531ddf40e82433a4261725d2498a,train,training,right-turn,data/processed/waymo_e2e/training/30b4531ddf40e82433a4261725d2498a_131.npz
1109,a989dc58541bbaff4cceba5bd87dee01,train,training,straight,data/processed/waymo_e2e/training/a989dc58541bbaff4cceba5bd87dee01_10.npz
1110,acd945011ee53bf6eccc983566206fa4,train,training,left-turn,data/processed/waymo_e2e/training/acd945011ee53bf6eccc983566206fa4_190.npz
1111,6490e84a1296de6e49aa008023e40ebb,train,val,right-turn,data/processed/waymo_e2e/val/6490e84a1296de6e49aa008023e40ebb_213.npz
1112,a32a2ff0ab66bfa7bb0c546fe4b684db,train,val,right-turn,data/processed/waymo_e2e/val/a32a2ff0ab66bfa7bb0c546fe4b684db_103.npz
1113,2e85208e9450e97ffc7ef71879691295,train,training,straight,data/processed/waymo_e2e/training/2e85208e9450e97ffc7ef71879691295_31.npz
1114,75ee2a404ae4ea895e487c5c4e1b8e29,train,training,right-turn,data/processed/waymo_e2e/training/75ee2a404ae4ea895e487c5c4e1b8e29_135.npz
1115,386ab3ea618efe54e7a714d4cb1c26d0,train,training,right-turn,data/processed/waymo_e2e/training/386ab3ea618efe54e7a714d4cb1c26d0_30.npz
1116,6b91e7d3471b70637f17cd8c0c953a09,train,val,left-turn,data/processed/waymo_e2e/val/6b91e7d3471b70637f17cd8c0c953a09_32.npz
1117,389d3da3535b3d3320bc004466426775,train,training,right-turn,data/processed/waymo_e2e/training/389d3da3535b3d3320bc004466426775_130.npz
1118,5cd71037af37016b012e7b7da24dde52,train,training,straight,data/processed/waymo_e2e/training/5cd71037af37016b012e7b7da24dde52_30.npz
1119,9d775e3bcb97e1220262a9e07c66f737,train,training,left-turn,data/processed/waymo_e2e/training/9d775e3bcb97e1220262a9e07c66f737_62.npz
1120,8ab934bd32f678757450b658a13706ca,train,training,straight,data/processed/waymo_e2e/training/8ab934bd32f678757450b658a13706ca_30.npz
1121,7f520c7a75e8e9b8ab885a2a0a7ab5b4,train,val,left-turn,data/processed/waymo_e2e/val/7f520c7a75e8e9b8ab885a2a0a7ab5b4_21.npz
1122,44ba4fa0579084ba64f738b927fcd280,train,val,left-turn,data/processed/waymo_e2e/val/44ba4fa0579084ba64f738b927fcd280_11.npz
1123,a5ab98bdd03b40cd2f1e2ad78b76cea1,train,training,right-turn,data/processed/waymo_e2e/training/a5ab98bdd03b40cd2f1e2ad78b76cea1_206.npz
1124,2fe32b2cddf4f6e328e294fca52e482f,train,val,straight,data/processed/waymo_e2e/val/2fe32b2cddf4f6e328e294fca52e482f_10.npz
1125,708fd6fff7559c92a921221e280a0d99,train,training,straight,data/processed/waymo_e2e/training/708fd6fff7559c92a921221e280a0d99_30.npz
1126,c5e1902f13153becbe379e93c779ebad,train,training,straight,data/processed/waymo_e2e/training/c5e1902f13153becbe379e93c779ebad_30.npz
1127,7800be1ecf5c2473a0032792b127f838,train,training,right-turn,data/processed/waymo_e2e/training/7800be1ecf5c2473a0032792b127f838_77.npz
1128,bda8a58fbd768b8b8e761d38558b1dff,train,training,right-turn,data/processed/waymo_e2e/training/bda8a58fbd768b8b8e761d38558b1dff_200.npz
1129,64442bc0f0558da6a7bcb9c47f96a386,train,training,straight,data/processed/waymo_e2e/training/64442bc0f0558da6a7bcb9c47f96a386_78.npz
1130,223c1abbda237d792f63d345c9f6cd0a,train,val,right-turn,data/processed/waymo_e2e/val/223c1abbda237d792f63d345c9f6cd0a_147.npz
1131,ffe20ef8b99860d4a210701c042c5f27,train,training,straight,data/processed/waymo_e2e/training/ffe20ef8b99860d4a210701c042c5f27_10.npz
1132,d9f93c184a1ea1e8caac57b499a620e9,train,training,right-turn,data/processed/waymo_e2e/training/d9f93c184a1ea1e8caac57b499a620e9_176.npz
1133,6885080ed502631a89e44c0ee1bb7e20,train,training,left-turn,data/processed/waymo_e2e/training/6885080ed502631a89e44c0ee1bb7e20_218.npz
1134,c652f18c87a3479cad2915a81cdec04c,train,training,right-turn,data/processed/waymo_e2e/training/c652f18c87a3479cad2915a81cdec04c_139.npz
1135,a9b8ec84e1b76473251e4f53b7a46969,train,training,straight,data/processed/waymo_e2e/training/a9b8ec84e1b76473251e4f53b7a46969_108.npz
1136,70376c7f15ed290399d179d04aa10742,train,training,straight,data/processed/waymo_e2e/training/70376c7f15ed290399d179d04aa10742_29.npz
1137,89212074486ee1018d6e9b2c6df4ed9c,train,training,straight,data/processed/waymo_e2e/training/89212074486ee1018d6e9b2c6df4ed9c_29.npz
1138,7d76efb2c9ebecd842e252c59c35fcc4,train,training,right-turn,data/processed/waymo_e2e/training/7d76efb2c9ebecd842e252c59c35fcc4_105.npz
1139,ab1a4d77a623edb849af9d7402f7a70f,train,training,left-turn,data/processed/waymo_e2e/training/ab1a4d77a623edb849af9d7402f7a70f_92.npz
1140,af1d9cde52b27eb292669fe8c10553b5,train,training,right-turn,data/processed/waymo_e2e/training/af1d9cde52b27eb292669fe8c10553b5_29.npz
1141,f6222dc6ba43632c76552c2545a084fc,train,training,straight,data/processed/waymo_e2e/training/f6222dc6ba43632c76552c2545a084fc_29.npz
1142,5aa56cc7c1494d8815342cff4ee3efd4,train,training,left-turn,data/processed/waymo_e2e/training/5aa56cc7c1494d8815342cff4ee3efd4_146.npz
1143,e7ea3d6ef63a08d3b675f1249c76a895,train,training,right-turn,data/processed/waymo_e2e/training/e7ea3d6ef63a08d3b675f1249c76a895_29.npz
1144,ef3f39aaad990ddc1ba295c86c3dcd00,train,training,straight,data/processed/waymo_e2e/training/ef3f39aaad990ddc1ba295c86c3dcd00_29.npz
1145,57f1aae142798503bbf227be1848f6dd,train,training,right-turn,data/processed/waymo_e2e/training/57f1aae142798503bbf227be1848f6dd_144.npz
1146,e4e6b217323eb6f5a983de8e836d5d32,train,training,right-turn,data/processed/waymo_e2e/training/e4e6b217323eb6f5a983de8e836d5d32_30.npz
1147,9a2eea9e922615ac5225b0b648f8ccc7,train,training,left-turn,data/processed/waymo_e2e/training/9a2eea9e922615ac5225b0b648f8ccc7_59.npz
1148,1c3d50949247baa54eae139fdddb9c53,train,training,straight,data/processed/waymo_e2e/training/1c3d50949247baa54eae139fdddb9c53_30.npz
1149,c9d2a78b01bd6bc67fffe3f007e24bc1,train,training,straight,data/processed/waymo_e2e/training/c9d2a78b01bd6bc67fffe3f007e24bc1_119.npz
1150,2309a00883455023beb77b1a36d1cdf0,train,val,right-turn,data/processed/waymo_e2e/val/2309a00883455023beb77b1a36d1cdf0_154.npz
1151,0bdcc1da851d8d3741b7c20b60e7e6c6,train,training,right-turn,data/processed/waymo_e2e/training/0bdcc1da851d8d3741b7c20b60e7e6c6_169.npz
1152,0eaf6f08eb7b83df35994a057433b60f,train,training,straight,data/processed/waymo_e2e/training/0eaf6f08eb7b83df35994a057433b60f_28.npz
1153,c8285d4afeb095d5879838ca1d01b57f,train,training,right-turn,data/processed/waymo_e2e/training/c8285d4afeb095d5879838ca1d01b57f_94.npz
1154,bf616e937f7ab25c2563e117ca137cb1,train,val,straight,data/processed/waymo_e2e/val/bf616e937f7ab25c2563e117ca137cb1_10.npz
1155,c4ba35b02f647591ad13fbbee598360e,train,training,right-turn,data/processed/waymo_e2e/training/c4ba35b02f647591ad13fbbee598360e_138.npz
1156,ccb549ca44c133b04b3b162bbe86e1c0,train,training,straight,data/processed/waymo_e2e/training/ccb549ca44c133b04b3b162bbe86e1c0_30.npz
1157,30465d51196f9f8020f3b01ada513e4f,train,training,right-turn,data/processed/waymo_e2e/training/30465d51196f9f8020f3b01ada513e4f_154.npz
1158,bb8adff265f560c907fddba3d4688244,train,training,straight,data/processed/waymo_e2e/training/bb8adff265f560c907fddba3d4688244_31.npz
1159,9509cbe2a02be5555c4c4e25b5156ab9,train,training,right-turn,data/processed/waymo_e2e/training/9509cbe2a02be5555c4c4e25b5156ab9_54.npz
1160,9f925894dc30b0eed436fe0393890ca3,train,training,right-turn,data/processed/waymo_e2e/training/9f925894dc30b0eed436fe0393890ca3_153.npz
1161,2e9c18b832f91f2cc04e6856cb664d1c,train,training,right-turn,data/processed/waymo_e2e/training/2e9c18b832f91f2cc04e6856cb664d1c_153.npz
1162,a3080155712515f80fd765c97370d428,train,training,right-turn,data/processed/waymo_e2e/training/a3080155712515f80fd765c97370d428_112.npz
1163,2be138e5e95d41d3b28503df943ad05f,train,training,straight,data/processed/waymo_e2e/training/2be138e5e95d41d3b28503df943ad05f_30.npz
1164,b0b186a3a6e23839eb3bd89b9287ebb2,train,training,right-turn,data/processed/waymo_e2e/training/b0b186a3a6e23839eb3bd89b9287ebb2_30.npz
1165,e020af0753ce80caf68da49e097bb784,train,training,straight,data/processed/waymo_e2e/training/e020af0753ce80caf68da49e097bb784_121.npz
1166,bff795a5e9d1f1eefa247769cccb0175,train,val,right-turn,data/processed/waymo_e2e/val/bff795a5e9d1f1eefa247769cccb0175_45.npz
1167,f052a157eda6ddeb45dea65b39612bc2,train,training,straight,data/processed/waymo_e2e/training/f052a157eda6ddeb45dea65b39612bc2_9.npz
1168,62502fb60c74f34c9edf8ad3c7461776,train,val,straight,data/processed/waymo_e2e/val/62502fb60c74f34c9edf8ad3c7461776_9.npz
1169,95eae57ec59f712a467679da5a855bc4,train,training,straight,data/processed/waymo_e2e/training/95eae57ec59f712a467679da5a855bc4_30.npz
1170,62b67666791605074bbbbe60dad987f2,train,val,left-turn,data/processed/waymo_e2e/val/62b67666791605074bbbbe60dad987f2_81.npz
1171,6f09e2bc670232f67d3628f7dcc37f0b,train,training,straight,data/processed/waymo_e2e/training/6f09e2bc670232f67d3628f7dcc37f0b_30.npz
1172,bc5349a05ccad4fa84bb74f6fdadc2e2,train,training,straight,data/processed/waymo_e2e/training/bc5349a05ccad4fa84bb74f6fdadc2e2_30.npz
1173,be988601654ec06821ed0903c1a7d5c7,train,training,right-turn,data/processed/waymo_e2e/training/be988601654ec06821ed0903c1a7d5c7_123.npz
1174,e288ca9a7a1670302270d66dd5ff60a2,train,val,right-turn,data/processed/waymo_e2e/val/e288ca9a7a1670302270d66dd5ff60a2_117.npz
1175,56fec8694cb8a12ad77f34c421a3387b,train,training,left-turn,data/processed/waymo_e2e/training/56fec8694cb8a12ad77f34c421a3387b_111.npz
1176,7e48ec16336b9dc510949dcd6e965a8d,train,val,straight,data/processed/waymo_e2e/val/7e48ec16336b9dc510949dcd6e965a8d_9.npz
1177,6cddaf0f5afd82d1f96d584d715be617,train,training,straight,data/processed/waymo_e2e/training/6cddaf0f5afd82d1f96d584d715be617_29.npz
1178,f0236dc2f2fb6612f8d6abda39369974,train,val,right-turn,data/processed/waymo_e2e/val/f0236dc2f2fb6612f8d6abda39369974_10.npz
1179,ff7374f87268cb00710da9fc503bc2c5,train,training,left-turn,data/processed/waymo_e2e/training/ff7374f87268cb00710da9fc503bc2c5_210.npz
1180,b614a9922abae26e2401da239898435b,train,val,right-turn,data/processed/waymo_e2e/val/b614a9922abae26e2401da239898435b_132.npz
1181,1f734e64cd6d2dd72a8ff9690b63778b,train,training,right-turn,data/processed/waymo_e2e/training/1f734e64cd6d2dd72a8ff9690b63778b_30.npz
1182,db47c7bda1c429068c924c90cc7c9628,train,training,right-turn,data/processed/waymo_e2e/training/db47c7bda1c429068c924c90cc7c9628_177.npz
1183,41e383fc34b18fb60649a1af71c2d963,train,training,straight,data/processed/waymo_e2e/training/41e383fc34b18fb60649a1af71c2d963_31.npz
1184,3509b7c543b5040670086ae767830d78,train,training,left-turn,data/processed/waymo_e2e/training/3509b7c543b5040670086ae767830d78_75.npz
1185,bd1ca437823f8aec03dba95a2dc731f8,train,training,right-turn,data/processed/waymo_e2e/training/bd1ca437823f8aec03dba95a2dc731f8_10.npz
1186,14d0a131a3a763bf8427d8da1a3be99b,train,training,straight,data/processed/waymo_e2e/training/14d0a131a3a763bf8427d8da1a3be99b_29.npz
1187,f389c72d7901053ee42ae901be13ade7,train,training,right-turn,data/processed/waymo_e2e/training/f389c72d7901053ee42ae901be13ade7_42.npz
1188,7ad8f335c9fef5efec345675d4518593,train,val,straight,data/processed/waymo_e2e/val/7ad8f335c9fef5efec345675d4518593_179.npz
1189,31b843d365f26e5c53005fa1e4893d1a,train,val,straight,data/processed/waymo_e2e/val/31b843d365f26e5c53005fa1e4893d1a_215.npz
1190,2dd7194b1086369b60bd803be3a5e218,train,training,straight,data/processed/waymo_e2e/training/2dd7194b1086369b60bd803be3a5e218_30.npz
1191,5ce0e858beba3147e65d6d4a2bc28e70,train,training,straight,data/processed/waymo_e2e/training/5ce0e858beba3147e65d6d4a2bc28e70_123.npz
1192,fd3f8d46962ab26a01244a558d41d56b,train,training,right-turn,data/processed/waymo_e2e/training/fd3f8d46962ab26a01244a558d41d56b_146.npz
1193,6894e7e07fc0431d2120e8f733872960,train,training,straight,data/processed/waymo_e2e/training/6894e7e07fc0431d2120e8f733872960_31.npz
1194,1e92a0d8ed3c16d6f18b2ae168804ea2,train,training,left-turn,data/processed/waymo_e2e/training/1e92a0d8ed3c16d6f18b2ae168804ea2_76.npz
1195,bbc4cd9d56abe2e034d416ec504db667,train,training,straight,data/processed/waymo_e2e/training/bbc4cd9d56abe2e034d416ec504db667_31.npz
1196,09e7f15270ce9c3ea038d36c67f8ecc9,train,val,left-turn,data/processed/waymo_e2e/val/09e7f15270ce9c3ea038d36c67f8ecc9_149.npz
1197,3c87e8251965c3ffbc95a320e49d20f6,train,val,right-turn,data/processed/waymo_e2e/val/3c87e8251965c3ffbc95a320e49d20f6_228.npz
1198,0b860fa8c13bc787e68cc44765b8064b,train,training,left-turn,data/processed/waymo_e2e/training/0b860fa8c13bc787e68cc44765b8064b_30.npz
1199,bc563437d88e4e40a216b39151c09f8c,train,training,straight,data/processed/waymo_e2e/training/bc563437d88e4e40a216b39151c09f8c_30.npz
1200,e9bc10d535da62710806f50d8c21b1ee,train,val,left-turn,data/processed/waymo_e2e/val/e9bc10d535da62710806f50d8c21b1ee_157.npz
1201,c278c85a17f972cd6f969ad7664b4aae,train,training,straight,data/processed/waymo_e2e/training/c278c85a17f972cd6f969ad7664b4aae_29.npz
1202,291acc4578630f6231a35e718de21523,train,val,straight,data/processed/waymo_e2e/val/291acc4578630f6231a35e718de21523_9.npz
1203,b0b2a38d6fd59d58922f783433dd100f,train,training,straight,data/processed/waymo_e2e/training/b0b2a38d6fd59d58922f783433dd100f_110.npz
1204,f553aef793ea96336ce91e261c842fe6,train,training,right-turn,data/processed/waymo_e2e/training/f553aef793ea96336ce91e261c842fe6_219.npz
1205,90f0dd7e6049d2d441b69208c2ba64c7,train,val,left-turn,data/processed/waymo_e2e/val/90f0dd7e6049d2d441b69208c2ba64c7_105.npz
1206,ef3d79e0c86e451425c9e9378474fee8,train,training,right-turn,data/processed/waymo_e2e/training/ef3d79e0c86e451425c9e9378474fee8_76.npz
1207,0414d4f697ebf7301d2ddfc1e578a6d9,train,val,straight,data/processed/waymo_e2e/val/0414d4f697ebf7301d2ddfc1e578a6d9_75.npz
1208,3595906d5579fe2e1a5aec728011630c,train,training,left-turn,data/processed/waymo_e2e/training/3595906d5579fe2e1a5aec728011630c_156.npz
1209,facd975a91c2968631debb9bf5139b6e,train,training,right-turn,data/processed/waymo_e2e/training/facd975a91c2968631debb9bf5139b6e_140.npz
1210,adba328ccd36b14cb2d1f2c777859861,train,val,left-turn,data/processed/waymo_e2e/val/adba328ccd36b14cb2d1f2c777859861_236.npz
1211,563d517deaff1a63cafb6774df9c2350,train,training,straight,data/processed/waymo_e2e/training/563d517deaff1a63cafb6774df9c2350_9.npz
1212,2902b032f19f1a8e587b3e3a38d66068,train,val,straight,data/processed/waymo_e2e/val/2902b032f19f1a8e587b3e3a38d66068_11.npz
1213,14422f0ae5fd5f08c4be6039493da2d8,train,val,straight,data/processed/waymo_e2e/val/14422f0ae5fd5f08c4be6039493da2d8_29.npz
1214,2bcd5e8b34840d58625026bca0e3b1fc,train,training,straight,data/processed/waymo_e2e/training/2bcd5e8b34840d58625026bca0e3b1fc_30.npz
1215,ab9786d9b1cb689da23ca287414ef726,train,training,straight,data/processed/waymo_e2e/training/ab9786d9b1cb689da23ca287414ef726_10.npz
1216,9a98c111e0e0ba2bd6e9f2e0a5b8f206,train,training,right-turn,data/processed/waymo_e2e/training/9a98c111e0e0ba2bd6e9f2e0a5b8f206_159.npz
1217,66cfc35624f896de4bad434f7ea8e36c,train,training,straight,data/processed/waymo_e2e/training/66cfc35624f896de4bad434f7ea8e36c_30.npz
1218,516c0bf487a017755921538a8914d5c3,train,training,straight,data/processed/waymo_e2e/training/516c0bf487a017755921538a8914d5c3_30.npz
1219,08720a9a33dba798129d79b0762e1206,train,training,straight,data/processed/waymo_e2e/training/08720a9a33dba798129d79b0762e1206_30.npz
1220,041c7207146c48031321b50a0308a469,train,training,right-turn,data/processed/waymo_e2e/training/041c7207146c48031321b50a0308a469_170.npz
1221,17f7af7110c6b393b4f477b4591beaaa,train,training,left-turn,data/processed/waymo_e2e/training/17f7af7110c6b393b4f477b4591beaaa_102.npz
1222,a5c5832d26ca937c9c859b207e420462,train,training,straight,data/processed/waymo_e2e/training/a5c5832d26ca937c9c859b207e420462_29.npz
1223,eb0b7e82148c232bb2813bb714a10459,train,training,left-turn,data/processed/waymo_e2e/training/eb0b7e82148c232bb2813bb714a10459_140.npz
1224,354085672f9cb5796990287f3b7604aa,train,val,left-turn,data/processed/waymo_e2e/val/354085672f9cb5796990287f3b7604aa_39.npz
1225,a76a3f5e3f18e5fbd41e7edbd0aba23f,train,val,right-turn,data/processed/waymo_e2e/val/a76a3f5e3f18e5fbd41e7edbd0aba23f_80.npz
1226,79bd95b39381b316b2fec3b4c974fb1d,train,training,straight,data/processed/waymo_e2e/training/79bd95b39381b316b2fec3b4c974fb1d_29.npz
1227,0df79613c3e4e81b6f5fa566f32b5c24,train,training,right-turn,data/processed/waymo_e2e/training/0df79613c3e4e81b6f5fa566f32b5c24_91.npz
1228,c46e804e9fcb887376492eae59663409,train,training,straight,data/processed/waymo_e2e/training/c46e804e9fcb887376492eae59663409_30.npz
1229,c2b03c2232cfe3b55fcd19fea1bb44c1,train,training,straight,data/processed/waymo_e2e/training/c2b03c2232cfe3b55fcd19fea1bb44c1_30.npz
1230,d851fd8c2b36dc5a06da14a19d103c41,train,val,right-turn,data/processed/waymo_e2e/val/d851fd8c2b36dc5a06da14a19d103c41_90.npz
1231,1fc2862de678ec89fa7f9b3ce1e5451b,train,training,straight,data/processed/waymo_e2e/training/1fc2862de678ec89fa7f9b3ce1e5451b_9.npz
1232,4493fef3ad6f9108d3f33db78932b207,train,training,right-turn,data/processed/waymo_e2e/training/4493fef3ad6f9108d3f33db78932b207_157.npz
1233,2debdc4fc91a505493ab4b647080e720,train,val,right-turn,data/processed/waymo_e2e/val/2debdc4fc91a505493ab4b647080e720_76.npz
